googl,,,,aapl,,,,adbe,,,,Meta,,,,msft,,,,5000       SIMULATIONS      RETURNS        OF      THE       STOCKS,,,,
Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,GOOGL,AAPL,ADBE,META,MSFT
,,,,,,,,,,,,,,,,,,,,1.06558950429888%,0.84861985669067%,-1.06879288833815%,0.811918170190296%,1.31212332158542%
,,,,,,,,,,,,,,,,,,,,-1.36507728546415%,0.0367112214602371%,-3.31920598067843%,0.920090930136363%,-0.144178718748425%
,,,,,,,,,,,,,,,,,,,,0.0173699179928039%,2.894256418893%,2.22470936043395%,0.87602025928727%,0.239627212124774%
,,,,,,,,,,,,,,,,,,,,-1.25679672029447%,0.458075082250274%,-0.166422445062645%,-0.598952110279964%,-2.42809682336714%
,,,,,,,,,,,,,,,,,,,,0.455987834518767%,2.97008410391305%,2.78147677153265%,-1.21517317313181%,-0.824723430195964%
,,,,,,,,,,,,,,,,,,,,2.32743139427211%,-1.39562767056096%,-2.25179564441508%,-2.54382433793217%,-0.870127857614817%
,,,,,,,,,,,,,,,,,,,,-0.167974911750141%,0.827127872043308%,-0.372187316631103%,0.0193752167436738%,-0.318606334275561%
,,,,,,,,,,,,,,,,,,,,2.65159553957624%,0.342126263074761%,0.689141775070781%,-0.920139577587358%,-1.13045675877397%
,,,,,,,,,,,,,,,,,,,,2.56314122856256%,1.04948547466467%,-2.10843515454921%,-0.403053250064868%,1.17869822425902%
,,,,,,,,,,,,,,,,,,,,0.3738782079308%,0.178718275704253%,1.74481581426883%,-1.9581194574089%,0.0682773887862287%
,,,,,,,,,,,,,,,,,,,,-1.42854952433586%,1.28266530930274%,-0.192033679439776%,1.26376797896175%,0.765198281399418%
,,,,,,,,,,,,,,,,,,,,0.724571705020191%,0.0492832617020117%,-5.3446283364527%,1.37562724011359%,-0.689998240827931%
,,,,,,,,,,,,,,,,,,,,2.7460588363604%,-0.737343695187662%,0.229813184388424%,-1.06415514443673%,-0.712394066478491%
,,,,,,,,,,,,,,,,,,,,-0.119978583322309%,1.53970589141546%,-4.03825058904417%,2.24019934389381%,0.158366813857014%
,,,,,,,,,,,,,,,,,,,,0.14044923494788%,0.362037438512153%,0.773249214773468%,0.611042616760775%,1.36790881703869%
,,,,,,,,,,,,,,,,,,,,-3.80593488560967%,1.78154186143684%,2.26950840232434%,-0.927181038687424%,1.55160136554653%
,,,,,,,,,,,,,,,,,,,,0.5787582570505%,3.25234570727389%,5.27796848906116%,0.613834969813198%,0.0817866558584783%
,,,,,,,,,,,,,,,,,,,,0.319221935599468%,-1.96108885835279%,1.69031761434301%,-3.70741422159139%,0.997035465112381%
,,,,,,,,,,,,,,,,,,,,3.33946467746631%,2.83097228054631%,2.06780484145637%,-1.48452213566721%,3.0477133221715%
,,,,,,,,,,,,,,,,,,,,2.26405994042027%,0.0507955154722843%,1.4732152113427%,-0.711114715876687%,-0.0931390827787861%
,,,,,,,,,,,,,,,,,,,,-0.767781024511408%,0.761226100529349%,3.03007857569133%,0.823086312594806%,-0.492035868299155%
,,,,,,,,,,,,,,,,,,,,1.23703525904712%,-0.288946218193918%,2.56918532256785%,-3.77364031895321%,1.62647607679109%
,,,,,,,,,,,,,,,,,,,,-0.180418014963605%,-1.1075148469323%,-0.242437187857429%,-3.97092232350094%,1.00272853338308%
,,,,,,,,,,,,,,,,,,,,1.68283172305589%,2.3617072544184%,-0.868215575547994%,-4.24957216639377%,0.139291334737748%
,,,,,,,,,,,,,,,,,,,,1.92860705315267%,0.317559976966196%,-0.902969836438665%,-3.4233800356139%,-1.25125781100506%
,,,,,,,,,,,,,,,,,,,,1.3680440926246%,-1.06657458382668%,1.06222765262309%,-0.851136151534258%,0.47529069701189%
,,,,,,,,,,,,,,,,,,,,1.30219584468189%,1.90999182109884%,0.796704970070272%,-3.2078717938633%,-0.6087016968309%
,,,,,,,,,,,,,,,,,,,,-0.405137887916357%,1.19319380871883%,2.7360746338699%,2.30811631505515%,2.27882573889767%
,,,,,,,,,,,,,,,,,,,,-0.808767456321167%,0.193226171335055%,4.13520567989105%,-0.777862732024895%,-1.03137940070142%
,,,,,,,,,,,,,,,,,,,,-1.61328399696735%,2.52958810961758%,2.46998079848706%,-2.83800087357211%,0.121311183147373%
,,,,,,,,,,,,,,,,,,,,1.32158633541177%,1.66746341562146%,-1.50281409718134%,-1.19210163442145%,1.11988544937906%
,,,,,,,,,,,,,,,,,,,,3.84649917122089%,-1.60669930274632%,-0.226582352202741%,1.06771658244647%,-0.0614999576233795%
,,,,,,,,,,,,,,,,,,,,0.686791772922916%,2.67903106106586%,-2.2976481868055%,-2.38341351911027%,-0.43650431818803%
,,,,,,,,,,,,,,,,,,,,-1.87831843179496%,1.82259043591579%,-3.10985789253712%,1.41872387896211%,0.977382063793624%
,,,,,,,,,,,,,,,,,,,,-1.56905738252626%,3.15226936448554%,2.00241574923865%,0.524807009760023%,0.162861292544978%
,,,,,,,,,,,,,,,,,,,,3.37214160657536%,2.80005080750062%,1.19106968606347%,-1.99932690792712%,-0.433664479751486%
,,,,,,,,,,,,,,,,,,,,3.36767077347989%,0.30116966377818%,0.833120364522833%,0.340985589255053%,2.60092890397087%
,,,,,,,,,,,,,,,,,,,,-0.274552191166532%,1.1499334359625%,0.948093016112927%,3.68828027835913%,-0.313486877725286%
,,,,,,,,,,,,,,,,,,,,-0.220342964755773%,3.04070179455674%,-0.268460799528154%,0.976805553441317%,1.39502189229575%
,,,,,,,,,,,,,,,,,,,,-1.63976322102248%,1.31214027230054%,1.51706363471171%,-0.0548932728327297%,-0.467621350736631%
,,,,,,,,,,,,,,,,,,,,-1.32726142655879%,0.820257782994447%,-1.6908127309505%,-4.29120985535721%,-1.84532227377508%
,,,,,,,,,,,,,,,,,,,,-0.0389723502194292%,2.43707140356929%,-2.11709170620334%,1.91261329197517%,0.763559353292406%
,,,,,,,,,,,,,,,,,,,,2.45317976494529%,1.51996087123623%,-1.42563636329269%,-0.0426570725698251%,-2.63345520728399%
,,,,,,,,,,,,,,,,,,,,-0.183490142885541%,3.04527196617677%,1.03265741210162%,1.3474363352089%,-1.58816773283783%
,,,,,,,,,,,,,,,,,,,,2.15856403693096%,1.21437229198958%,-0.756119385705693%,-1.14360483882729%,-1.31615961526194%
,,,,,,,,,,,,,,,,,,,,0.135145582139583%,-0.303571611880779%,1.24994219779739%,-2.31799226639316%,0.0682818370398083%
,,,,,,,,,,,,,,,,,,,,-1.57743075626953%,0.715175933142619%,2.66799834331371%,0.600249126196698%,1.19635779795422%
,,,,,,,,,,,,,,,,,,,,1.00956193091215%,2.72549456108236%,1.16133185957653%,-1.63701600751488%,0.51055085014441%
,,,,,,,,,,,,,,,,,,,,-0.853587933483552%,0.794751717933536%,-2.06895433546851%,-3.71041898378321%,-0.117738686586957%
,,,,,,,,,,,,,,,,,,,,0.450922891245176%,-0.310027893544532%,-0.19585167398785%,-3.93643464989224%,0.418623744916857%
,,,,,,,,,,,,,,,,,,,,-0.13485926796508%,3.24767234687125%,1.36665206847712%,-0.620249361548985%,-0.633250670568278%
,,,,,,,,,,,,,,,,,,,,-3.80242867548106%,-0.446051371595747%,1.17713928084637%,-4.02082669716477%,-0.857975374701424%
,,,,,,,,,,,,,,,,,,,,0.339963492835691%,0.622968680809891%,0.409680476550976%,-3.01472611594121%,1.24252530380059%
,,,,,,,,,,,,,,,,,,,,-1.19303173289308%,0.919497551994723%,3.38872967751309%,-0.0866215020025815%,-1.31931206072198%
,,,,,,,,,,,,,,,,,,,,-0.262138381756706%,-0.200996132440586%,-1.09641507341062%,1.27503886554346%,-2.04241903650882%
,,,,,,,,,,,,,,,,,,,,-1.17759309698997%,1.02214825947386%,0.12617635030958%,-0.963469828816552%,0.908567625994209%
,,,,,,,,,,,,,,,,,,,,2.13679854858999%,-0.373377027685625%,1.59935309333584%,3.61264055462612%,0.100516154154706%
,,,,,,,,,,,,,,,,,,,,1.55498286440177%,1.30281567343135%,2.35404123454952%,-4.88851718252115%,1.74469716440022%
,,,,,,,,,,,,,,,,,,,,0.282348445544003%,0.385648680884632%,1.01436209386498%,-0.453683900263004%,0.252615319905176%
,,,,,,,,,,,,,,,,,,,,0.829887800656714%,-0.824242031639608%,-3.17327668333836%,1.9597155050184%,1.51969245976011%
,,,,,,,,,,,,,,,,,,,,0.384501775638964%,3.59413895877767%,-1.04947928438609%,-0.351384452065669%,-1.20114104711317%
,,,,,,,,,,,,,,,,,,,,-0.887801239878864%,1.67644210022122%,-1.9633809628359%,1.04601779609092%,2.98379022452329%
,,,,,,,,,,,,,,,,,,,,2.92467775972966%,-1.65641981279011%,2.83108115972123%,1.34217327460947%,-2.01632127667734%
,,,,,,,,,,,,,,,,,,,,-1.94736775170489%,1.61977066968548%,-0.0223902628384545%,1.04051906654644%,-0.0964849073638437%
,,,,,,,,,,,,,,,,,,,,1.08419752950578%,0.869327525678928%,1.25401547679241%,4.06494280567484%,0.328808350689306%
,,,,,,,,,,,,,,,,,,,,-3.12713614632337%,1.00695930176843%,1.07812063041565%,-2.02920509562852%,-1.5233376128495%
,,,,,,,,,,,,,,,,,,,,2.45023025880321%,-0.773083058588937%,-0.402093446033855%,0.659342492571882%,-0.764321377834047%
,,,,,,,,,,,,,,,,,,,,-0.434531500129096%,0.508246631634748%,-3.10416189398296%,-3.03296420169041%,-0.7432191513706%
,,,,,,,,,,,,,,,,,,,,1.57180575026878%,-0.973871794469461%,2.28946410352991%,0.776393623694666%,-1.99858894161932%
,,,,,,,,,,,,,,,,,,,,1.24180384707539%,2.17385054288434%,0.653366922452889%,-0.842443687874344%,-0.330350069754023%
,,,,,,,,,,,,,,,,,,,,2.36919445616537%,2.44590633507346%,-0.772753442895971%,0.939976799816775%,0.385929100658353%
,,,,,,,,,,,,,,,,,,,,1.2706089888536%,0.825866574767687%,1.04682672168822%,3.15439333669995%,-0.762634687486044%
,,,,,,,,,,,,,,,,,,,,-2.92048201291761%,1.50353191579766%,-1.59469351874598%,-1.36282919959315%,0.254582960309688%
,,,,,,,,,,,,,,,,,,,,2.24186878179107%,-1.82600773028155%,2.0401008936985%,2.4415978788317%,0.32722038659193%
,,,,,,,,,,,,,,,,,,,,0.536944186412012%,1.02280526815423%,0.565253142440626%,-2.31298962672007%,-1.81123212218562%
,,,,,,,,,,,,,,,,,,,,2.45073957015708%,-1.94984435873469%,0.565631389795809%,2.94348018013486%,2.52554107785407%
,,,,,,,,,,,,,,,,,,,,0.322235927062498%,1.34527236435645%,5.75530077556117%,-5.32394930779978%,0.65525297902846%
,,,,,,,,,,,,,,,,,,,,-1.16747882288247%,1.16052081777198%,-2.4012942855827%,-2.61042480633935%,1.68701469460029%
,,,,,,,,,,,,,,,,,,,,0.257141636178123%,-0.877056764569699%,4.88497540632925%,-2.65307199048906%,1.50650913700185%
,,,,,,,,,,,,,,,,,,,,-1.99102908440999%,-1.2059732729049%,1.80516183257904%,-0.218548903461077%,0.381821996704479%
,,,,,,,,,,,,,,,,,,,,-0.0260754464448542%,0.954136672230871%,0.0775424520793189%,-0.988808217515707%,-2.11666560958142%
,,,,,,,,,,,,,,,,,,,,2.97880037770442%,-0.511026002193621%,3.01956406838726%,-2.50526599638818%,-0.118584993215224%
,,,,,,,,,,,,,,,,,,,,-0.0126913206969619%,1.46229234311705%,-2.41069129141503%,0.964574096804596%,1.60756975924048%
,,,,,,,,,,,,,,,,,,,,3.4492078338421%,-1.04968653546719%,-0.980038977888393%,-2.91634817004283%,0.221002271320177%
,,,,,,,,,,,,,,,,,,,,-0.677035000227546%,-2.11759134704126%,-0.34258377385837%,-1.40647611989454%,-1.2914984327698%
,,,,,,,,,,,,,,,,,,,,1.97130245729386%,0.834691751192445%,2.22912949253999%,-1.57796399493358%,-0.115754539715229%
,,,,,,,,,,,,,,,,,,,,1.56866489908116%,1.50233496608401%,1.32382175140194%,1.04135519866904%,2.03711560687668%
,,,,,,,,,,,,,,,,,,,,0.0276930787369288%,-0.168530107185434%,-1.17699834251637%,2.80194135572907%,-1.95592047363378%
,,,,,,,,,,,,,,,,,,,,-2.03541353015702%,-0.906429148166475%,0.899303310789344%,0.257948438334979%,0.836612933039144%
,,,,,,,,,,,,,,,,,,,,1.81097409926618%,0.905578889342657%,-3.08459867008705%,-1.92491359409821%,1.64696304204688%
,,,,,,,,,,,,,,,,,,,,0.253792407581484%,1.09260758970392%,0.202517893031973%,0.182253456972831%,-1.03881198277759%
,,,,,,,,,,,,,,,,,,,,0.636772003253665%,1.52661299428536%,0.30999421937722%,-3.142180460098%,1.76446670525149%
,,,,,,,,,,,,,,,,,,,,-1.63274519927851%,-2.15632887583293%,0.0992524053886568%,-0.896643506495944%,0.376738417521126%
,,,,,,,,,,,,,,,,,,,,0.679899169767663%,0.07338715507143%,-1.33865109618989%,-0.542626824173261%,1.89861669325551%
,,,,,,,,,,,,,,,,,,,,-0.582287949943428%,-1.31519767465223%,-0.438483469497967%,2.73945534546661%,0.4539049268717%
,,,,,,,,,,,,,,,,,,,,3.51198999847846%,-2.20248282199525%,-1.54252900413168%,-0.950324176112624%,1.52737695331589%
,,,,,,,,,,,,,,,,,,,,-0.582455440842391%,1.88900791453095%,-0.00305014200189735%,2.90595169871667%,0.0238970806224498%
,,,,,,,,,,,,,,,,,,,,-0.966682908324491%,1.46074377695105%,-1.66864800891673%,0.221665354058952%,-0.446403802840292%
,,,,,,,,,,,,,,,,,,,,-0.530273568044111%,0.130361496859841%,-1.98008046443918%,0.699052125951404%,1.40184504247494%
,,,,,,,,,,,,,,,,,,,,-0.183215360186268%,-0.437948243588078%,-5.2762290688767%,-1.48403807033412%,-0.517425768381398%
,,,,,,,,,,,,,,,,,,,,0.666364729429834%,2.06503111920643%,-0.753123241848573%,0.538809426911653%,1.09821636556963%
,,,,,,,,,,,,,,,,,,,,-0.305091355802092%,0.393569681852504%,0.621013493652252%,-4.4285115038047%,-1.99999101013684%
,,,,,,,,,,,,,,,,,,,,0.355062319008073%,0.726113000730514%,3.82442653936595%,2.38366339701744%,-0.310965362748342%
,,,,,,,,,,,,,,,,,,,,-0.282536013703804%,2.77748059376628%,-1.13640944902943%,-4.99292303681718%,0.373961842923037%
,,,,,,,,,,,,,,,,,,,,1.47435995359479%,0.673198783703743%,-4.41090889618324%,2.12948540657328%,1.89104327609224%
,,,,,,,,,,,,,,,,,,,,-0.543885376767572%,2.06277643134939%,-2.75840992334997%,-3.05825226176122%,-1.28801723838323%
,,,,,,,,,,,,,,,,,,,,-1.40859904549581%,-0.509634158977933%,1.27633577357482%,0.327400622579793%,-0.537700846469468%
,,,,,,,,,,,,,,,,,,,,-2.53955423541909%,3.55566338902557%,1.67301654638431%,2.46500713642021%,-0.700542615764503%
,,,,,,,,,,,,,,,,,,,,0.740587418185772%,0.0421982500509346%,-3.75426515128747%,0.156156166780564%,0.152059552801047%
,,,,,,,,,,,,,,,,,,,,2.41430117614931%,3.30680069784386%,4.38431981298421%,1.3955038521389%,-0.307842913490287%
,,,,,,,,,,,,,,,,,,,,-2.06235957305085%,-1.20382626236372%,-0.252735796295234%,-0.058476019896968%,2.09316839016454%
,,,,,,,,,,,,,,,,,,,,2.90723372619418%,2.18056151195057%,0.507111661012495%,-1.06372291122094%,-0.304336351072752%
,,,,,,,,,,,,,,,,,,,,1.31401404240644%,0.468135332041943%,4.0991298506126%,3.90882202366678%,-1.68972850295086%
,,,,,,,,,,,,,,,,,,,,-1.09658631799816%,0.34200246456226%,1.20161571576262%,-3.93806229846678%,-0.221495166031639%
,,,,,,,,,,,,,,,,,,,,0.298677089426017%,1.3279220250061%,-1.94455053291951%,0.294271219332821%,-2.15884367056694%
,,,,,,,,,,,,,,,,,,,,0.217310244635392%,-0.374017194236204%,-0.521318549297552%,0.591610730955768%,1.30298087170086%
,,,,,,,,,,,,,,,,,,,,1.50083734387249%,-0.532802508522389%,0.331994246801568%,0.578288175597215%,1.25715131040669%
,,,,,,,,,,,,,,,,,,,,2.63031555848713%,0.0132288500972966%,-3.9994365071907%,0.241920696597574%,0.455194288613178%
,,,,,,,,,,,,,,,,,,,,0.55399898592034%,-0.153131513088043%,0.521144344656767%,2.62338850738179%,-2.40391161226538%
,,,,,,,,,,,,,,,,,,,,0.107988045203956%,0.84735167575188%,3.36278280267173%,1.01166292732569%,0.819192683681114%
,,,,,,,,,,,,,,,,,,,,-0.0900677207773466%,0.870518640730199%,-0.340543342993207%,0.57059807028439%,-1.42242791997254%
,,,,,,,,,,,,,,,,,,,,1.32725457121952%,2.06542109074233%,3.95134214967563%,4.73820197740628%,0.147500967623149%
,,,,,,,,,,,,,,,,,,,,-1.99981372633087%,0.548575826825738%,0.136842829068306%,-1.21241901706992%,-1.78281755307653%
,,,,,,,,,,,,,,,,,,,,1.82552554623802%,0.351089220084865%,1.05315935703896%,1.11689279361571%,-0.497929517377695%
,,,,,,,,,,,,,,,,,,,,-2.61260975578205%,-1.04595272496483%,0.354968213295096%,2.37148058858675%,-1.55094014509699%
,,,,,,,,,,,,,,,,,,,,-0.620637008513621%,-0.990940486827361%,6.69747320516782%,-4.03169413182374%,1.19859128115473%
,,,,,,,,,,,,,,,,,,,,-0.401216066934188%,3.07232022262246%,-1.49372344672617%,-1.94441638557083%,1.99994338248882%
,,,,,,,,,,,,,,,,,,,,-0.361359893137255%,-0.503579260095401%,-3.045362700329%,-1.92031411536146%,0.16469395942238%
,,,,,,,,,,,,,,,,,,,,-0.868332317067475%,2.46535552661853%,0.0214193817047099%,1.9128355342027%,0.666068472155501%
,,,,,,,,,,,,,,,,,,,,-0.421908158715682%,-0.802239276800433%,0.0145270654382085%,0.668233187303843%,-1.47217821810765%
,,,,,,,,,,,,,,,,,,,,1.54830731146702%,-0.485132159347095%,-3.29380971185743%,-2.72287794075283%,-0.00223372557305523%
,,,,,,,,,,,,,,,,,,,,-3.5938884997659%,0.691935846839583%,-0.417123184448982%,-1.84012644758048%,1.10860539539256%
,,,,,,,,,,,,,,,,,,,,3.79133121499393%,1.21994622511784%,-1.08626828067199%,0.0817215140704893%,-0.85998136365915%
,,,,,,,,,,,,,,,,,,,,-0.254787797384774%,-0.239504158177841%,3.26498161731291%,-0.989720647163942%,2.40601771026276%
,,,,,,,,,,,,,,,,,,,,1.158416053504%,-2.64239948528552%,2.18059813978126%,1.17336606674385%,-0.380318997711413%
,,,,,,,,,,,,,,,,,,,,-1.23585612852409%,1.65713715997484%,2.10252012668639%,1.67845597831942%,0.28214750222655%
,,,,,,,,,,,,,,,,,,,,-1.23653881058876%,-0.955387149475366%,0.393992011236328%,-0.293608372630531%,-0.402327591527786%
,,,,,,,,,,,,,,,,,,,,-1.35281188899873%,2.14431837445315%,4.79605301230375%,1.76150413299552%,-0.264126617562732%
,,,,,,,,,,,,,,,,,,,,-0.0934097207588046%,0.132875650358547%,-1.01092578522794%,-3.02661429986163%,1.34036278444902%
,,,,,,,,,,,,,,,,,,,,0.0660351990915124%,1.13679602779073%,0.545277055881997%,-0.0724162130798632%,-0.550187081370398%
,,,,,,,,,,,,,,,,,,,,1.68611749663798%,2.85425294755391%,3.34983723721313%,0.36291571854313%,0.95081272672891%
,,,,,,,,,,,,,,,,,,,,-4.30632875251582%,0.0283759791242589%,2.60025669716824%,-1.61007848053874%,0.669716043222672%
,,,,,,,,,,,,,,,,,,,,2.4971410991999%,1.28049701664025%,-0.531155321652762%,1.73421011546285%,0.457972025973971%
,,,,,,,,,,,,,,,,,,,,-2.72735862466869%,5.1682223444535%,0.346850344920661%,-0.459174056102975%,-0.0907803670194093%
,,,,,,,,,,,,,,,,,,,,1.18707779551638%,-0.171563411306361%,2.94589843583383%,-0.177755958998594%,0.135065752484385%
,,,,,,,,,,,,,,,,,,,,2.45889439098378%,1.04707212827127%,-2.12353137563639%,1.4140962077155%,2.24141809316859%
,,,,,,,,,,,,,,,,,,,,0.447297044062035%,2.44282377033099%,-0.952547131893614%,0.759861966854629%,-1.55117801982064%
,,,,,,,,,,,,,,,,,,,,-1.81068891647415%,-0.985892284241202%,-0.463921388787461%,-0.516839875704912%,-2.45878744262431%
,,,,,,,,,,,,,,,,,,,,1.51655815037367%,3.886718635579%,-6.80335664933566%,1.59913282942258%,-0.248360677438059%
,,,,,,,,,,,,,,,,,,,,-0.296302632236763%,-0.155857433022933%,0.0520375785256807%,-1.74563300798406%,1.01136146385955%
,,,,,,,,,,,,,,,,,,,,2.85266329361806%,-0.886866458295391%,1.13805424356987%,1.90691321955294%,0.472127596929683%
,,,,,,,,,,,,,,,,,,,,-1.2415571281134%,-1.0919281123316%,-2.28755120961079%,-0.930187236206355%,-1.32080104158065%
,,,,,,,,,,,,,,,,,,,,1.52434869479679%,2.43238641958816%,0.671813837094169%,-2.14841542327956%,-0.563427512793202%
,,,,,,,,,,,,,,,,,,,,0.607675829895834%,-0.446150653993148%,1.88207035547753%,-0.543634027297907%,-0.989193000873649%
,,,,,,,,,,,,,,,,,,,,-1.60178306314974%,-3.29859636119842%,0.832393975945879%,-1.04004137821928%,1.45189942470184%
,,,,,,,,,,,,,,,,,,,,1.46611335351683%,1.27759408296505%,1.59138526350141%,2.25342023719786%,0.863243828954762%
,,,,,,,,,,,,,,,,,,,,-0.0807165029647017%,-0.954793890535905%,-0.443701744660196%,-0.168704648701639%,0.508043001842365%
,,,,,,,,,,,,,,,,,,,,-2.97412622777009%,-0.679624041665974%,-0.781598939135042%,-1.3910685795518%,0.328725157428063%
,,,,,,,,,,,,,,,,,,,,2.46832230087541%,-0.946958821276347%,2.27138538775639%,2.04913456008966%,-0.412647149674498%
,,,,,,,,,,,,,,,,,,,,2.19021981576214%,-1.22054518170807%,-1.40731026951201%,-0.677662902582054%,-0.171573989340097%
,,,,,,,,,,,,,,,,,,,,1.66198328778118%,1.52747804915794%,2.37650664689805%,1.34270384639832%,0.669802609967011%
,,,,,,,,,,,,,,,,,,,,-3.63084523946225%,1.85049738209836%,-2.0969849233215%,-0.462435885174529%,-0.0826756216039881%
,,,,,,,,,,,,,,,,,,,,2.591276922195%,-1.57245992842083%,0.722023236678562%,-0.954612662529812%,1.49968920133151%
,,,,,,,,,,,,,,,,,,,,-1.44533815607329%,0.106652178834969%,1.81430230712748%,-1.92672152002915%,-0.513274278260604%
,,,,,,,,,,,,,,,,,,,,1.25800974672826%,1.42166335547475%,0.320203757534642%,-1.60635619290963%,-0.191087547060799%
,,,,,,,,,,,,,,,,,,,,2.14532134382439%,-0.965639556971637%,-2.58246192858383%,4.01322870628803%,0.64911278232239%
,,,,,,,,,,,,,,,,,,,,-1.04599519623375%,-0.553859706530085%,1.55613536591694%,2.23811770429244%,0.0815737915259636%
,,,,,,,,,,,,,,,,,,,,-0.210121507228024%,0.456492683744807%,7.16823100989745%,-2.96617610440796%,-1.75580009916139%
,,,,,,,,,,,,,,,,,,,,0.0188531486698752%,-3.11338875362348%,-1.80247694899549%,-0.0228647349176282%,-0.373359649332229%
,,,,,,,,,,,,,,,,,,,,-4.64923007395467%,0.351744811322486%,-4.49955149715388%,1.03221621193788%,-0.410738310702399%
,,,,,,,,,,,,,,,,,,,,0.338264306376546%,1.29002864418631%,0.416009292172642%,2.55966264261796%,-2.04730249916224%
,,,,,,,,,,,,,,,,,,,,0.83793678912383%,0.650892076486222%,1.22620469834121%,0.405046912964618%,1.33056596321537%
,,,,,,,,,,,,,,,,,,,,0.154086601827434%,0.467904424908035%,2.82867754865917%,2.73014929386539%,-0.0947644186796999%
,,,,,,,,,,,,,,,,,,,,0.115351974320008%,-2.97670180616333%,-0.386039931733919%,0.0147190979041638%,1.94405939121895%
,,,,,,,,,,,,,,,,,,,,0.413062854814571%,4.25639750310467%,1.56081119716549%,-3.67371099592392%,-0.548091419383657%
,,,,,,,,,,,,,,,,,,,,-3.64644733627551%,-2.29790260900354%,-3.27774312629533%,0.105931313951695%,-0.319652288574892%
,,,,,,,,,,,,,,,,,,,,3.28572948080614%,0.967113526710543%,0.401402220259947%,2.89266210746783%,-0.289994305726371%
,,,,,,,,,,,,,,,,,,,,0.415549621194252%,1.28542893520335%,4.52639603925985%,-1.76024726456721%,0.705856893509588%
,,,,,,,,,,,,,,,,,,,,-1.24258987348023%,0.946124547789144%,-0.787762932329085%,0.195966398617064%,-0.0988419529804751%
,,,,,,,,,,,,,,,,,,,,-2.18183915462996%,2.47574726443449%,0.630510658637087%,-0.511599388347286%,0.529759639387409%
,,,,,,,,,,,,,,,,,,,,0.508706900262049%,0.716068934632228%,-3.48972898124581%,-0.0719046021553419%,-1.28043704310039%
,,,,,,,,,,,,,,,,,,,,1.58840718912202%,1.72258355772861%,-3.27876421097196%,-1.57496631530026%,-0.988910660946899%
,,,,,,,,,,,,,,,,,,,,1.24273760148455%,3.74006498625462%,-0.890969748602163%,-4.79648279803963%,-0.255490937430202%
,,,,,,,,,,,,,,,,,,,,0.983839083512973%,1.97022387044501%,2.70392494239486%,1.18828426196124%,-1.06091694620357%
,,,,,,,,,,,,,,,,,,,,1.99954590986741%,2.11956640509069%,0.542058368365863%,-0.663500290621446%,1.05610408388829%
,,,,,,,,,,,,,,,,,,,,0.78103126899961%,-1.23308378145595%,-0.203231280535181%,3.08239277729377%,0.307109694703134%
,,,,,,,,,,,,,,,,,,,,0.85027905518306%,-0.165744529776929%,-0.977466088818769%,1.24328025624927%,-1.10807842389307%
,,,,,,,,,,,,,,,,,,,,-1.2309903229105%,0.911376886004898%,0.0817454612386516%,-2.6527707749304%,1.17736833321186%
,,,,,,,,,,,,,,,,,,,,0.310947663908904%,1.43875086784066%,-2.62039383742817%,-0.080752270030179%,-0.384580258025753%
